,Run,Deletion,Rho0,Rho1,Rho2,Rho3
989,164,5,1,1,1,1
990,165,0,0,3,3,6
991,165,1,0,3,3,5
992,165,2,1,3,3,4
993,165,3,1,2,3,3
994,165,4,1,2,2,2
995,165,5,1,1,1,1
996,166,0,0,3,3,6
997,166,1,0,3,3,5
998,166,2,1,3,3,4
999,166,3,1,2,3,3
1000,166,4,1,2,2,2
1001,166,5,1,1,1,1
1002,167,0,0,3,3,6
1003,167,1,0,3,3,5
1004,167,2,1,3,3,4
1005,167,3,1,2,3,3
1006,167,4,1,1,2,2
1007,167,5,1,1,1,1
1008,168,0,0,3,3,6
1009,168,1,0,3,3,5
1010,168,2,1,3,3,4
1011,168,3,1,2,3,3
1012,168,4,1,1,2,2
1013,168,5,1,1,1,1
1014,169,0,0,3,3,6
1015,169,1,0,3,3,5
1016,169,2,1,3,3,4
1017,169,3,1,2,3,3
1018,169,4,1,2,2,2
1019,169,5,1,1,1,1
1020,170,0,0,3,3,6
1021,170,1,0,3,3,5
1022,170,2,0,4,2,4
1023,170,3,1,2,2,3
1024,170,4,1,1,2,2
1025,170,5,1,1,1,1
1026,171,0,0,3,3,6
1027,171,1,0,3,3,5
1028,171,2,0,1,3,4
1029,171,3,0,0,3,3
1030,171,4,1,1,2,2
1031,171,5,1,1,1,1
1032,172,0,0,3,3,6
1033,172,1,0,3,3,5
1034,172,2,1,3,3,4
1035,172,3,1,2,2,3
1036,172,4,1,1,1,2
1037,172,5,1,1,1,1
1038,173,0,0,3,3,6
1039,173,1,0,3,3,5
1040,173,2,1,3,3,4
1041,173,3,1,2,3,3
1042,173,4,1,2,2,2
1043,173,5,1,1,1,1
1044,174,0,0,3,3,6
1045,174,1,0,3,3,5
1046,174,2,0,1,3,4
1047,174,3,1,2,2,3
1048,174,4,1,1,2,2
1049,174,5,1,1,1,1
1050,175,0,0,3,3,6
1051,175,1,0,3,3,5
1052,175,2,0,3,3,4
1053,175,3,1,2,3,3
1054,175,4,1,1,2,2
1055,175,5,1,1,1,1
1056,176,0,0,3,3,6
1057,176,1,0,3,3,5
1058,176,2,0,3,3,4
1059,176,3,1,2,3,3
1060,176,4,1,2,2,2
1061,176,5,1,1,1,1
1062,177,0,0,3,3,6
1063,177,1,0,3,3,5
1064,177,2,0,1,3,4
1065,177,3,1,2,3,3
1066,177,4,1,1,2,2
1067,177,5,1,1,1,1
1068,178,0,0,3,3,6
1069,178,1,0,3,3,5
1070,178,2,1,3,3,4
1071,178,3,1,2,3,3
1072,178,4,1,2,2,2
1073,178,5,1,1,1,1
1074,179,0,0,3,3,6
1075,179,1,0,3,3,5
1076,179,2,0,3,3,4
1077,179,3,1,2,3,3
1078,179,4,1,2,2,2
1079,179,5,1,1,1,1
1080,180,0,0,3,3,6
1081,180,1,0,3,3,5
1082,180,2,0,3,3,4
1083,180,3,1,2,3,3
1084,180,4,1,2,2,2
1085,180,5,1,1,1,1
1086,181,0,0,3,3,6
1087,181,1,0,3,3,5
1088,181,2,1,3,3,4
1089,181,3,1,2,3,3
1090,181,4,1,2,2,2
1091,181,5,1,1,1,1
1092,182,0,0,3,3,6
1093,182,1,0,3,3,5
1094,182,2,1,3,3,4
1095,182,3,1,2,3,3
1096,182,4,1,2,2,2
1097,182,5,1,1,1,1
1098,183,0,0,3,3,6
1099,183,1,0,3,3,5
1100,183,2,0,1,3,4
1101,183,3,1,2,2,3
1102,183,4,1,1,2,2
1103,183,5,1,1,1,1
1104,184,0,0,3,3,6
1105,184,1,0,3,3,5
1106,184,2,0,4,2,4
1107,184,3,0,2,2,3
1108,184,4,1,1,1,2
1109,184,5,1,1,1,1
1110,185,0,0,3,3,6
1111,185,1,0,3,3,5
1112,185,2,1,3,3,4
1113,185,3,1,2,2,3
1114,185,4,1,1,1,2
1115,185,5,1,1,1,1
1116,186,0,0,3,3,6
1117,186,1,0,3,3,5
1118,186,2,0,1,3,4
1119,186,3,1,2,2,3
1120,186,4,1,2,2,2
1121,186,5,1,1,1,1
1122,187,0,0,3,3,6
1123,187,1,0,3,3,5
1124,187,2,0,4,2,4
1125,187,3,1,2,2,3
1126,187,4,1,2,2,2
1127,187,5,1,1,1,1
1128,188,0,0,3,3,6
1129,188,1,0,3,3,5
1130,188,2,0,3,3,4
1131,188,3,1,2,3,3
1132,188,4,1,2,2,2
1133,188,5,1,1,1,1
1134,189,0,0,3,3,6
1135,189,1,0,3,3,5
1136,189,2,0,4,2,4
1137,189,3,0,2,2,3
1138,189,4,1,2,2,2
1139,189,5,1,1,1,1
1140,190,0,0,3,3,6
1141,190,1,0,3,3,5
1142,190,2,0,1,3,4
1143,190,3,0,0,3,3
1144,190,4,1,1,2,2
1145,190,5,1,1,1,1
1146,191,0,0,3,3,6
1147,191,1,0,3,3,5
1148,191,2,1,3,3,4
1149,191,3,1,2,3,3
1150,191,4,1,2,2,2
1151,191,5,1,1,1,1
1152,192,0,0,3,3,6
1153,192,1,0,3,3,5
1154,192,2,0,1,3,4
1155,192,3,1,2,3,3
1156,192,4,1,1,2,2
1157,192,5,1,1,1,1
1158,193,0,0,3,3,6
1159,193,1,0,3,3,5
1160,193,2,0,3,3,4
1161,193,3,0,2,2,3
1162,193,4,1,1,1,2
1163,193,5,1,1,1,1
1164,194,0,0,3,3,6
1165,194,1,0,3,3,5
1166,194,2,1,3,3,4
1167,194,3,1,2,2,3
1168,194,4,1,1,2,2
1169,194,5,1,1,1,1
1170,195,0,0,3,3,6
1171,195,1,0,3,3,5
1172,195,2,0,4,2,4
1173,195,3,0,2,2,3
1174,195,4,1,2,2,2
1175,195,5,1,1,1,1
1176,196,0,0,3,3,6
1177,196,1,0,3,3,5
1178,196,2,0,4,2,4
1179,196,3,0,2,2,3
1180,196,4,1,1,2,2
1181,196,5,1,1,1,1
1182,197,0,0,3,3,6
1183,197,1,0,3,3,5
1184,197,2,0,4,2,4
1185,197,3,1,2,2,3
1186,197,4,1,2,2,2
1187,197,5,1,1,1,1
1188,198,0,0,3,3,6
1189,198,1,0,3,3,5
1190,198,2,0,4,2,4
1191,198,3,1,2,2,3
1192,198,4,1,1,1,2
1193,198,5,1,1,1,1
1194,199,0,0,3,3,6
1195,199,1,0,3,3,5
1196,199,2,0,1,3,4
1197,199,3,1,2,2,3
1198,199,4,1,1,1,2
1199,199,5,1,1,1,1
1200,200,0,0,3,3,6
1201,200,1,0,3,3,5
1202,200,2,0,4,2,4
1203,200,3,1,2,2,3
1204,200,4,1,1,2,2
1205,200,5,1,1,1,1
1206,201,0,0,3,3,6
1207,201,1,0,3,3,5
1208,201,2,0,4,2,4
1209,201,3,0,2,2,3
1210,201,4,1,2,2,2
1211,201,5,1,1,1,1
1212,202,0,0,3,3,6
1213,202,1,0,3,3,5
1214,202,2,0,4,2,4
1215,202,3,0,2,2,3
1216,202,4,1,2,2,2
1217,202,5,1,1,1,1
1218,203,0,0,3,3,6
1219,203,1,0,3,3,5
1220,203,2,0,1,3,4
1221,203,3,1,2,3,3
1222,203,4,1,2,2,2
1223,203,5,1,1,1,1
1224,204,0,0,3,3,6
1225,204,1,0,3,3,5
1226,204,2,0,1,3,4
1227,204,3,0,2,2,3
1228,204,4,1,1,1,2
1229,204,5,1,1,1,1
1230,205,0,0,3,3,6
1231,205,1,0,3,3,5
1232,205,2,0,4,2,4
1233,205,3,0,2,2,3
1234,205,4,1,1,1,2
1235,205,5,1,1,1,1
1236,206,0,0,3,3,6
1237,206,1,0,3,3,5
1238,206,2,0,4,2,4
1239,206,3,1,2,2,3
1240,206,4,1,1,2,2
1241,206,5,1,1,1,1
1242,207,0,0,3,3,6
1243,207,1,0,3,3,5
1244,207,2,0,1,3,4
1245,207,3,0,0,3,3
1246,207,4,1,1,2,2
1247,207,5,1,1,1,1
1248,208,0,0,3,3,6
1249,208,1,0,3,3,5
1250,208,2,0,4,2,4
1251,208,3,1,2,2,3
1252,208,4,1,2,2,2
1253,208,5,1,1,1,1
1254,209,0,0,3,3,6
1255,209,1,0,3,3,5
1256,209,2,0,4,2,4
1257,209,3,1,2,2,3
1258,209,4,1,2,2,2
1259,209,5,1,1,1,1
1260,210,0,0,3,3,6
1261,210,1,0,3,3,5
1262,210,2,1,3,3,4
1263,210,3,1,2,2,3
1264,210,4,1,2,2,2
1265,210,5,1,1,1,1
1266,211,0,0,3,3,6
1267,211,1,0,3,3,5
1268,211,2,0,4,2,4
1269,211,3,0,2,2,3
1270,211,4,1,1,2,2
1271,211,5,1,1,1,1
1272,212,0,0,3,3,6
1273,212,1,0,3,3,5
1274,212,2,0,1,3,4
1275,212,3,1,2,2,3
1276,212,4,1,1,2,2
1277,212,5,1,1,1,1
1278,213,0,0,3,3,6
1279,213,1,0,3,3,5
1280,213,2,0,3,3,4
1281,213,3,1,2,3,3
1282,213,4,1,1,2,2
1283,213,5,1,1,1,1
1284,214,0,0,3,3,6
1285,214,1,0,3,3,5
1286,214,2,0,1,3,4
1287,214,3,0,2,2,3
1288,214,4,1,1,1,2
1289,214,5,1,1,1,1
1290,215,0,0,3,3,6
1291,215,1,0,3,3,5
1292,215,2,0,1,3,4
1293,215,3,0,2,2,3
1294,215,4,1,2,2,2
1295,215,5,1,1,1,1
1296,216,0,0,3,3,6
1297,216,1,0,3,3,5
1298,216,2,0,1,3,4
1299,216,3,0,0,3,3
1300,216,4,1,1,2,2
1301,216,5,1,1,1,1
1302,217,0,0,3,3,6
1303,217,1,0,3,3,5
1304,217,2,0,4,2,4
1305,217,3,0,2,2,3
1306,217,4,1,1,2,2
1307,217,5,1,1,1,1
1308,218,0,0,3,3,6
1309,218,1,0,3,3,5
1310,218,2,1,3,3,4
1311,218,3,1,2,2,3
1312,218,4,1,1,1,2
1313,218,5,1,1,1,1
1314,219,0,0,3,3,6
1315,219,1,0,3,3,5
1316,219,2,1,3,3,4
1317,219,3,1,2,3,3
1318,219,4,1,2,2,2
1319,219,5,1,1,1,1
1320,220,0,0,3,3,6
1321,220,1,0,3,3,5
1322,220,2,0,3,3,4
1323,220,3,0,2,2,3
1324,220,4,1,2,2,2
1325,220,5,1,1,1,1
1326,221,0,0,3,3,6
1327,221,1,0,3,3,5
1328,221,2,0,1,3,4
1329,221,3,0,2,2,3
1330,221,4,1,1,1,2
1331,221,5,1,1,1,1
1332,222,0,0,3,3,6
1333,222,1,0,3,3,5
1334,222,2,0,1,3,4
1335,222,3,0,2,2,3
1336,222,4,1,2,2,2
1337,222,5,1,1,1,1
1338,223,0,0,3,3,6
1339,223,1,0,3,3,5
1340,223,2,0,1,3,4
1341,223,3,0,0,3,3
1342,223,4,1,1,2,2
1343,223,5,1,1,1,1
1344,224,0,0,3,3,6
1345,224,1,0,3,3,5
1346,224,2,0,1,3,4
1347,224,3,1,2,2,3
1348,224,4,1,1,1,2
1349,224,5,1,1,1,1
1350,225,0,0,3,3,6
1351,225,1,0,3,3,5
1352,225,2,1,3,3,4
1353,225,3,1,2,3,3
1354,225,4,1,2,2,2
1355,225,5,1,1,1,1
1356,226,0,0,3,3,6
1357,226,1,0,3,3,5
1358,226,2,0,1,3,4
1359,226,3,0,0,3,3
1360,226,4,1,1,2,2
1361,226,5,1,1,1,1
1362,227,0,0,3,3,6
1363,227,1,0,3,3,5
1364,227,2,0,4,2,4
1365,227,3,1,2,2,3
1366,227,4,1,1,1,2
1367,227,5,1,1,1,1
1368,228,0,0,3,3,6
1369,228,1,0,3,3,5
1370,228,2,0,1,3,4
1371,228,3,0,0,3,3
1372,228,4,1,1,2,2
1373,228,5,1,1,1,1
1374,229,0,0,3,3,6
1375,229,1,0,3,3,5
1376,229,2,0,3,3,4
1377,229,3,1,2,3,3
1378,229,4,1,2,2,2
1379,229,5,1,1,1,1
1380,230,0,0,3,3,6
1381,230,1,0,3,3,5
1382,230,2,1,3,3,4
1383,230,3,1,2,3,3
1384,230,4,1,2,2,2
1385,230,5,1,1,1,1
1386,231,0,0,3,3,6
1387,231,1,0,3,3,5
1388,231,2,0,1,3,4
1389,231,3,0,2,2,3
1390,231,4,1,1,2,2
1391,231,5,1,1,1,1
1392,232,0,0,3,3,6
1393,232,1,0,3,3,5
1394,232,2,0,4,2,4
1395,232,3,1,2,2,3
1396,232,4,1,1,1,2
1397,232,5,1,1,1,1
1398,233,0,0,3,3,6
1399,233,1,0,3,3,5
1400,233,2,1,3,3,4
1401,233,3,1,2,2,3
1402,233,4,1,1,2,2
1403,233,5,1,1,1,1
1404,234,0,0,3,3,6
1405,234,1,0,3,3,5
1406,234,2,0,1,3,4
1407,234,3,0,2,2,3
1408,234,4,1,1,2,2
1409,234,5,1,1,1,1
1410,235,0,0,3,3,6
1411,235,1,0,3,3,5
1412,235,2,0,3,3,4
1413,235,3,0,2,2,3
1414,235,4,1,2,2,2
1415,235,5,1,1,1,1
1416,236,0,0,3,3,6
1417,236,1,0,3,3,5
1418,236,2,0,3,3,4
1419,236,3,0,2,2,3
1420,236,4,1,2,2,2
1421,236,5,1,1,1,1
1422,237,0,0,3,3,6
1423,237,1,0,3,3,5
1424,237,2,0,3,3,4
1425,237,3,0,2,2,3
1426,237,4,1,2,2,2
1427,237,5,1,1,1,1
1428,238,0,0,3,3,6
1429,238,1,0,3,3,5
1430,238,2,1,3,3,4
1431,238,3,1,2,3,3
1432,238,4,1,2,2,2
1433,238,5,1,1,1,1
1434,239,0,0,3,3,6
1435,239,1,0,3,3,5
1436,239,2,0,4,2,4
1437,239,3,1,2,2,3
1438,239,4,1,1,1,2
1439,239,5,1,1,1,1
1440,240,0,0,3,3,6
1441,240,1,0,3,3,5
1442,240,2,0,1,3,4
1443,240,3,1,2,3,3
1444,240,4,1,2,2,2
1445,240,5,1,1,1,1
1446,241,0,0,3,3,6
1447,241,1,0,3,3,5
1448,241,2,0,4,2,4
1449,241,3,1,2,2,3
1450,241,4,1,1,2,2
1451,241,5,1,1,1,1
1452,242,0,0,3,3,6
1453,242,1,0,3,3,5
1454,242,2,0,1,3,4
1455,242,3,1,2,3,3
1456,242,4,1,1,2,2
1457,242,5,1,1,1,1
1458,243,0,0,3,3,6
1459,243,1,0,3,3,5
1460,243,2,0,4,2,4
1461,243,3,1,2,2,3
1462,243,4,1,1,1,2
1463,243,5,1,1,1,1
1464,244,0,0,3,3,6
1465,244,1,0,3,3,5
1466,244,2,0,1,3,4
1467,244,3,1,2,3,3
1468,244,4,1,2,2,2
1469,244,5,1,1,1,1
1470,245,0,0,3,3,6
1471,245,1,0,3,3,5
1472,245,2,0,1,3,4
1473,245,3,1,2,3,3
1474,245,4,1,2,2,2
1475,245,5,1,1,1,1
1476,246,0,0,3,3,6
1477,246,1,0,3,3,5
1478,246,2,0,1,3,4
1479,246,3,1,2,3,3
1480,246,4,1,2,2,2
1481,246,5,1,1,1,1
1482,247,0,0,3,3,6
1483,247,1,0,3,3,5
1484,247,2,0,1,3,4
1485,247,3,0,2,2,3
1486,247,4,1,2,2,2
1487,247,5,1,1,1,1
1488,248,0,0,3,3,6
1489,248,1,0,3,3,5
1490,248,2,1,3,3,4
1491,248,3,1,2,2,3
1492,248,4,1,1,1,2
1493,248,5,1,1,1,1
1494,249,0,0,3,3,6
1495,249,1,0,3,3,5
1496,249,2,0,1,3,4
1497,249,3,0,2,2,3
1498,249,4,1,2,2,2
1499,249,5,1,1,1,1
1500,250,0,0,3,3,6
1501,250,1,0,3,3,5
1502,250,2,0,1,3,4
1503,250,3,1,2,2,3
1504,250,4,1,2,2,2
1505,250,5,1,1,1,1
1506,251,0,0,3,3,6
1507,251,1,0,3,3,5
1508,251,2,0,3,3,4
1509,251,3,0,2,2,3
1510,251,4,1,1,2,2
1511,251,5,1,1,1,1
1512,252,0,0,3,3,6
1513,252,1,0,3,3,5
1514,252,2,1,3,3,4
1515,252,3,1,2,3,3
1516,252,4,1,1,2,2
1517,252,5,1,1,1,1
1518,253,0,0,3,3,6
1519,253,1,0,3,3,5
1520,253,2,0,1,3,4
1521,253,3,1,2,3,3
1522,253,4,1,2,2,2
1523,253,5,1,1,1,1
1524,254,0,0,3,3,6
1525,254,1,0,3,3,5
1526,254,2,0,1,3,4
1527,254,3,1,2,2,3
1528,254,4,1,1,2,2
1529,254,5,1,1,1,1
1530,255,0,0,3,3,6
1531,255,1,0,3,3,5
1532,255,2,0,1,3,4
1533,255,3,1,2,3,3
1534,255,4,1,1,2,2
1535,255,5,1,1,1,1
1536,256,0,0,3,3,6
1537,256,1,0,3,3,5
1538,256,2,0,1,3,4
1539,256,3,1,2,2,3
1540,256,4,1,1,1,2
1541,256,5,1,1,1,1
1542,257,0,0,3,3,6
1543,257,1,0,3,3,5
1544,257,2,1,3,3,4
1545,257,3,1,2,2,3
1546,257,4,1,1,1,2
1547,257,5,1,1,1,1
1548,258,0,0,3,3,6
1549,258,1,0,3,3,5
1550,258,2,0,3,3,4
1551,258,3,0,2,2,3
1552,258,4,1,1,1,2
1553,258,5,1,1,1,1
1554,259,0,0,3,3,6
1555,259,1,0,3,3,5
1556,259,2,0,1,3,4
1557,259,3,0,0,3,3
1558,259,4,1,1,2,2
1559,259,5,1,1,1,1
1560,260,0,0,3,3,6
1561,260,1,0,3,3,5
1562,260,2,0,1,3,4
1563,260,3,0,2,2,3
1564,260,4,1,1,1,2
1565,260,5,1,1,1,1
1566,261,0,0,3,3,6
1567,261,1,0,3,3,5
1568,261,2,0,3,3,4
1569,261,3,1,2,3,3
1570,261,4,1,1,2,2
1571,261,5,1,1,1,1
1572,262,0,0,3,3,6
1573,262,1,0,3,3,5
1574,262,2,0,3,3,4
1575,262,3,0,2,2,3
1576,262,4,1,1,2,2
1577,262,5,1,1,1,1
1578,263,0,0,3,3,6
1579,263,1,0,3,3,5
1580,263,2,0,4,2,4
1581,263,3,0,2,2,3
1582,263,4,1,1,2,2
1583,263,5,1,1,1,1
1584,264,0,0,3,3,6
1585,264,1,0,3,3,5
1586,264,2,0,1,3,4
1587,264,3,0,0,3,3
1588,264,4,1,1,2,2
1589,264,5,1,1,1,1
1590,265,0,0,3,3,6
1591,265,1,0,3,3,5
1592,265,2,0,4,2,4
1593,265,3,1,2,2,3
1594,265,4,1,1,2,2
1595,265,5,1,1,1,1
1596,266,0,0,3,3,6
1597,266,1,0,3,3,5
1598,266,2,0,1,3,4
1599,266,3,1,2,2,3
1600,266,4,1,1,1,2
1601,266,5,1,1,1,1
1602,267,0,0,3,3,6
1603,267,1,0,3,3,5
1604,267,2,0,1,3,4
1605,267,3,1,2,2,3
1606,267,4,1,1,2,2
1607,267,5,1,1,1,1
1608,268,0,0,3,3,6
1609,268,1,0,3,3,5
1610,268,2,0,1,3,4
1611,268,3,0,0,3,3
1612,268,4,1,1,2,2
1613,268,5,1,1,1,1
1614,269,0,0,3,3,6
1615,269,1,0,3,3,5
1616,269,2,0,1,3,4
1617,269,3,1,2,2,3
1618,269,4,1,2,2,2
1619,269,5,1,1,1,1
1620,270,0,0,3,3,6
1621,270,1,0,3,3,5
1622,270,2,1,3,3,4
1623,270,3,1,2,3,3
1624,270,4,1,2,2,2
1625,270,5,1,1,1,1
1626,271,0,0,3,3,6
1627,271,1,0,3,3,5
1628,271,2,0,3,3,4
1629,271,3,1,2,3,3
1630,271,4,1,1,2,2
1631,271,5,1,1,1,1
1632,272,0,0,3,3,6
1633,272,1,0,3,3,5
1634,272,2,0,3,3,4
1635,272,3,0,2,2,3
1636,272,4,1,1,1,2
1637,272,5,1,1,1,1
1638,273,0,0,3,3,6
1639,273,1,0,3,3,5
1640,273,2,1,3,3,4
1641,273,3,1,2,3,3
1642,273,4,1,2,2,2
1643,273,5,1,1,1,1
1644,274,0,0,3,3,6
1645,274,1,0,3,3,5
1646,274,2,1,3,3,4
1647,274,3,1,2,3,3
1648,274,4,1,1,2,2
1649,274,5,1,1,1,1
1650,275,0,0,3,3,6
1651,275,1,0,3,3,5
1652,275,2,0,4,2,4
1653,275,3,1,2,2,3
1654,275,4,1,2,2,2
1655,275,5,1,1,1,1
1656,276,0,0,3,3,6
1657,276,1,0,3,3,5
1658,276,2,0,3,3,4
1659,276,3,0,2,2,3
1660,276,4,1,2,2,2
1661,276,5,1,1,1,1
1662,277,0,0,3,3,6
1663,277,1,0,3,3,5
1664,277,2,0,1,3,4
1665,277,3,1,2,3,3
1666,277,4,1,1,2,2
1667,277,5,1,1,1,1
1668,278,0,0,3,3,6
1669,278,1,0,3,3,5
1670,278,2,1,3,3,4
1671,278,3,1,2,2,3
1672,278,4,1,1,1,2
1673,278,5,1,1,1,1
1674,279,0,0,3,3,6
1675,279,1,0,3,3,5
1676,279,2,0,1,3,4
1677,279,3,0,0,3,3
1678,279,4,1,1,2,2
1679,279,5,1,1,1,1
1680,280,0,0,3,3,6
1681,280,1,0,3,3,5
1682,280,2,0,1,3,4
1683,280,3,1,2,2,3
1684,280,4,1,1,2,2
1685,280,5,1,1,1,1
1686,281,0,0,3,3,6
1687,281,1,0,3,3,5
1688,281,2,0,1,3,4
1689,281,3,0,2,2,3
1690,281,4,1,1,1,2
1691,281,5,1,1,1,1
1692,282,0,0,3,3,6
1693,282,1,0,3,3,5
1694,282,2,0,1,3,4
1695,282,3,1,2,3,3
1696,282,4,1,2,2,2
1697,282,5,1,1,1,1
1698,283,0,0,3,3,6
1699,283,1,0,3,3,5
1700,283,2,0,1,3,4
1701,283,3,0,2,2,3
1702,283,4,1,1,1,2
1703,283,5,1,1,1,1
1704,284,0,0,3,3,6
1705,284,1,0,3,3,5
1706,284,2,0,1,3,4
1707,284,3,0,0,3,3
1708,284,4,1,1,2,2
1709,284,5,1,1,1,1
1710,285,0,0,3,3,6
1711,285,1,0,3,3,5
1712,285,2,0,1,3,4
1713,285,3,1,2,3,3
1714,285,4,1,2,2,2
1715,285,5,1,1,1,1
1716,286,0,0,3,3,6
1717,286,1,0,3,3,5
1718,286,2,1,3,3,4
1719,286,3,1,2,3,3
1720,286,4,1,2,2,2
1721,286,5,1,1,1,1
1722,287,0,0,3,3,6
1723,287,1,0,3,3,5
1724,287,2,0,4,2,4
1725,287,3,0,2,2,3
1726,287,4,1,2,2,2
1727,287,5,1,1,1,1
1728,288,0,0,3,3,6
1729,288,1,0,3,3,5
1730,288,2,0,3,3,4
1731,288,3,1,2,3,3
1732,288,4,1,2,2,2
1733,288,5,1,1,1,1
1734,289,0,0,3,3,6
1735,289,1,0,3,3,5
1736,289,2,1,3,3,4
1737,289,3,1,2,3,3
1738,289,4,1,2,2,2
1739,289,5,1,1,1,1
1740,290,0,0,3,3,6
1741,290,1,0,3,3,5
1742,290,2,0,4,2,4
1743,290,3,0,2,2,3
1744,290,4,1,2,2,2
1745,290,5,1,1,1,1
1746,291,0,0,3,3,6
1747,291,1,0,3,3,5
1748,291,2,1,3,3,4
1749,291,3,1,2,2,3
1750,291,4,1,1,1,2
1751,291,5,1,1,1,1
1752,292,0,0,3,3,6
1753,292,1,0,3,3,5
1754,292,2,1,3,3,4
1755,292,3,1,2,3,3
1756,292,4,1,2,2,2
1757,292,5,1,1,1,1
1758,293,0,0,3,3,6
1759,293,1,0,3,3,5
1760,293,2,1,3,3,4
1761,293,3,1,2,3,3
1762,293,4,1,2,2,2
1763,293,5,1,1,1,1
1764,294,0,0,3,3,6
1765,294,1,0,3,3,5
1766,294,2,0,1,3,4
1767,294,3,1,2,2,3
1768,294,4,1,1,2,2
1769,294,5,1,1,1,1
1770,295,0,0,3,3,6
1771,295,1,0,3,3,5
1772,295,2,0,1,3,4
1773,295,3,0,2,2,3
1774,295,4,1,1,2,2
1775,295,5,1,1,1,1
1776,296,0,0,3,3,6
1777,296,1,0,3,3,5
1778,296,2,0,3,3,4
1779,296,3,0,2,2,3
1780,296,4,1,2,2,2
1781,296,5,1,1,1,1
1782,297,0,0,3,3,6
1783,297,1,0,3,3,5
1784,297,2,1,3,3,4
1785,297,3,1,2,3,3
1786,297,4,1,1,2,2
1787,297,5,1,1,1,1
1788,298,0,0,3,3,6
1789,298,1,0,3,3,5
1790,298,2,1,3,3,4
1791,298,3,1,2,2,3
1792,298,4,1,1,1,2
1793,298,5,1,1,1,1
1794,299,0,0,3,3,6
1795,299,1,0,3,3,5
1796,299,2,0,3,3,4
1797,299,3,0,2,2,3
1798,299,4,1,2,2,2
1799,299,5,1,1,1,1
1800,300,0,0,3,3,6
1801,300,1,0,3,3,5
1802,300,2,1,3,3,4
1803,300,3,1,2,3,3
1804,300,4,1,2,2,2
1805,300,5,1,1,1,1
1806,301,0,0,3,3,6
1807,301,1,0,3,3,5
1808,301,2,0,4,2,4
1809,301,3,1,2,2,3
1810,301,4,1,2,2,2
1811,301,5,1,1,1,1
1812,302,0,0,3,3,6
1813,302,1,0,3,3,5
1814,302,2,0,1,3,4
1815,302,3,1,2,3,3
1816,302,4,1,2,2,2
1817,302,5,1,1,1,1
1818,303,0,0,3,3,6
1819,303,1,0,3,3,5
1820,303,2,0,4,2,4
1821,303,3,1,2,2,3
1822,303,4,1,1,1,2
1823,303,5,1,1,1,1
1824,304,0,0,3,3,6
1825,304,1,0,3,3,5
1826,304,2,0,1,3,4
1827,304,3,1,2,3,3
1828,304,4,1,2,2,2
1829,304,5,1,1,1,1
1830,305,0,0,3,3,6
1831,305,1,0,3,3,5
1832,305,2,0,1,3,4
1833,305,3,1,2,3,3
1834,305,4,1,2,2,2
1835,305,5,1,1,1,1
1836,306,0,0,3,3,6
1837,306,1,0,3,3,5
1838,306,2,0,1,3,4
1839,306,3,0,0,3,3
1840,306,4,1,1,2,2
1841,306,5,1,1,1,1
1842,307,0,0,3,3,6
1843,307,1,0,3,3,5
1844,307,2,0,1,3,4
1845,307,3,1,2,3,3
1846,307,4,1,1,2,2
1847,307,5,1,1,1,1
1848,308,0,0,3,3,6
1849,308,1,0,3,3,5
1850,308,2,0,3,3,4
1851,308,3,1,2,3,3
1852,308,4,1,2,2,2
1853,308,5,1,1,1,1
1854,309,0,0,3,3,6
1855,309,1,0,3,3,5
1856,309,2,0,4,2,4
1857,309,3,1,2,2,3
1858,309,4,1,1,1,2
1859,309,5,1,1,1,1
1860,310,0,0,3,3,6
1861,310,1,0,3,3,5
1862,310,2,0,1,3,4
1863,310,3,0,2,2,3
1864,310,4,1,2,2,2
1865,310,5,1,1,1,1
1866,311,0,0,3,3,6
1867,311,1,0,3,3,5
1868,311,2,0,4,2,4
1869,311,3,0,2,2,3
1870,311,4,1,1,1,2
1871,311,5,1,1,1,1
1872,312,0,0,3,3,6
1873,312,1,0,3,3,5
1874,312,2,0,1,3,4
1875,312,3,1,2,2,3
1876,312,4,1,1,2,2
1877,312,5,1,1,1,1
1878,313,0,0,3,3,6
1879,313,1,0,3,3,5
1880,313,2,1,3,3,4
1881,313,3,1,2,3,3
1882,313,4,1,1,2,2
1883,313,5,1,1,1,1
1884,314,0,0,3,3,6
1885,314,1,0,3,3,5
1886,314,2,0,1,3,4
1887,314,3,0,0,3,3
1888,314,4,1,1,2,2
1889,314,5,1,1,1,1
1890,315,0,0,3,3,6
1891,315,1,0,3,3,5
1892,315,2,0,1,3,4
1893,315,3,0,2,2,3
1894,315,4,1,1,2,2
1895,315,5,1,1,1,1
1896,316,0,0,3,3,6
1897,316,1,0,3,3,5
1898,316,2,0,4,2,4
1899,316,3,1,2,2,3
1900,316,4,1,1,2,2
1901,316,5,1,1,1,1
1902,317,0,0,3,3,6
1903,317,1,0,3,3,5
1904,317,2,0,1,3,4
1905,317,3,1,2,2,3
1906,317,4,1,2,2,2
1907,317,5,1,1,1,1
1908,318,0,0,3,3,6
1909,318,1,0,3,3,5
1910,318,2,0,1,3,4
1911,318,3,1,2,3,3
1912,318,4,1,2,2,2
1913,318,5,1,1,1,1
1914,319,0,0,3,3,6
1915,319,1,0,3,3,5
1916,319,2,1,3,3,4
1917,319,3,1,2,2,3
1918,319,4,1,2,2,2
1919,319,5,1,1,1,1
1920,320,0,0,3,3,6
